,% who are economically inactive - aged 16-64,Jan 2004-Dec 2004,,,,Jan 2005-Dec 2005,,,,Jan 2006-Dec 2006,,,,Jan 2007-Dec 2007,,,,Jan 2008-Dec 2008,,,,Jan 2009-Dec 2009,,,,Jan 2010-Dec 2010,,,,Jan 2011-Dec 2011,,,,Jan 2012-Dec 2012,,,,Jan 2013-Dec 2013,,,,Jan 2014-Dec 2014,,,,Jan 2015-Dec 2015,,,,Jan 2016-Dec 2016,,,,Jan 2017-Dec 2017,,,,Jan 2018-Dec 2018,,,,Jan 2019-Dec 2019,,,
Code,Area,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence,Economically Inactive,Working age,percent,confidence
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000001,City of London,!,!,!,!,#,"3,600",35.6,*,!,!,!,!,!,"1,400",!,!,!,"1,200",!,!,!,!,!,-,!,#,!,!,!,!,!,!,!,!,!,!,!,#,!,!,!,#,!,!,"2,000","3,600",55.5,*,!,"2,700",!,!,"2,600","5,900",44.2,*,!,"3,200",!,!,!,!,!,!
E12000003,Yorkshire and The Humber,"510,800","1,628,100",31.4,0.9,"512,000","1,645,300",31.1,0.9,"511,900","1,658,500",30.9,1.0,"521,900","1,670,800",31.2,1.0,"521,600","1,682,100",31.0,1.0,"522,200","1,687,100",31.0,1.0,"517,600","1,692,500",30.6,1.0,"530,300","1,697,300",31.2,1.0,"506,400","1,692,400",29.9,1.0,"495,400","1,689,400",29.3,1.0,"485,800","1,688,000",28.8,1.0,"475,600","1,691,600",28.1,1.0,"482,300","1,695,300",28.4,1.0,"476,600","1,697,800",28.1,1.0,"467,200","1,696,100",27.5,1.1,468200,1695800,27.6,1.1
E12000004,East Midlands,"415,700","1,378,000",30.2,0.8,"403,500","1,393,200",29.0,0.8,"393,000","1,410,400",27.9,1.1,"408,500","1,425,600",28.7,1.1,"402,000","1,436,200",28.0,1.2,"406,500","1,442,600",28.2,1.2,"421,800","1,450,200",29.1,1.2,"423,700","1,455,500",29.1,1.2,"405,100","1,452,900",27.9,1.2,"414,400","1,452,900",28.5,1.2,"398,200","1,457,300",27.3,1.2,"409,800","1,464,200",28.0,1.3,"393,800","1,473,100",26.7,1.3,"410,400","1,482,600",27.7,1.3,"390,900","1,477,800",26.5,1.3,353400,1479000,23.9,1.3
E12000005,West Midlands,"542,000","1,695,200",32.0,0.8,"545,800","1,707,700",32.0,0.8,"549,500","1,723,600",31.9,1.0,"559,000","1,738,000",32.2,1.0,"557,100","1,751,000",31.8,1.0,"551,700","1,755,700",31.4,1.0,"573,700","1,762,600",32.5,1.0,"581,400","1,771,500",32.8,1.0,"562,300","1,769,500",31.8,1.0,"546,900","1,770,600",30.9,1.0,"545,300","1,774,100",30.7,1.0,"554,200","1,781,800",31.1,1.1,"569,100","1,792,700",31.7,1.1,"524,200","1,803,800",29.1,1.1,"508,800","1,800,900",28.3,1.1,499500,1804600,27.7,1.1
E12000006,East,"487,400","1,751,300",27.8,0.7,"495,800","1,772,300",28.0,0.7,"511,300","1,791,000",28.5,1.0,"517,700","1,807,900",28.6,1.0,"509,800","1,822,900",28.0,1.0,"503,300","1,831,900",27.5,1.1,"528,000","1,846,200",28.6,1.1,"503,200","1,858,100",27.1,1.1,"479,500","1,853,200",25.9,1.1,"474,600","1,855,800",25.6,1.1,"491,200","1,865,700",26.3,1.1,"471,000","1,875,700",25.1,1.1,"481,500","1,882,900",25.6,1.1,"454,400","1,888,500",24.1,1.1,"452,500","1,893,100",23.9,1.1,455600,1898400,24,1.1
E12000007,London,"877,500","2,528,600",34.7,0.9,"887,900","2,572,700",34.5,0.9,"894,600","2,611,400",34.3,0.9,"907,400","2,650,500",34.2,0.9,"910,000","2,694,500",33.8,0.9,"895,900","2,742,700",32.7,1.0,"941,800","2,781,400",33.9,1.0,"932,800","2,830,300",33.0,0.9,"927,300","2,850,800",32.5,0.9,"895,300","2,873,400",31.2,0.9,"893,800","2,900,200",30.8,0.9,"854,600","2,932,400",29.1,0.9,"840,100","2,948,300",28.5,1.0,"831,900","2,953,300",28.2,1.0,"844,700","2,990,900",28.2,1.0,839600,3009000,27.9,1.1
E12000008,South East,"698,100","2,592,800",26.9,0.6,"686,100","2,628,900",26.1,0.6,"697,200","2,657,800",26.2,0.8,"711,800","2,685,600",26.5,0.8,"709,600","2,704,800",26.2,0.8,"719,900","2,718,700",26.5,0.8,"736,700","2,737,200",26.9,0.8,"741,400","2,748,300",27.0,0.8,"724,200","2,744,500",26.4,0.8,"704,200","2,748,200",25.6,0.8,"692,600","2,759,900",25.1,0.8,"679,600","2,771,700",24.5,0.8,"674,500","2,785,000",24.2,0.8,"653,400","2,791,100",23.4,0.8,"659,800","2,796,500",23.6,0.9,603400,2803400,21.5,0.8
E12000009,South West,"442,100","1,576,100",28.1,0.7,"451,200","1,599,700",28.2,0.7,"436,800","1,616,200",27.0,1.0,"432,100","1,634,500",26.4,0.9,"429,600","1,642,300",26.2,0.9,"433,700","1,643,700",26.4,1.0,"449,600","1,649,400",27.3,1.0,"446,100","1,655,100",27.0,1.0,"446,200","1,650,300",27.0,1.0,"422,300","1,650,800",25.6,1.0,"404,100","1,655,300",24.4,1.0,"408,100","1,664,300",24.5,1.0,"404,000","1,670,400",24.2,1.0,"381,200","1,677,100",22.7,1.0,"371,400","1,675,500",22.2,1.0,359800,1677700,21.4,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W92000004,Wales,"315,100","941,200",33.5,0.8,"312,600","945,700",33.1,0.8,"313,000","953,800",32.8,0.8,"311,800","961,500",32.4,0.8,"307,900","968,500",31.8,0.8,"318,000","970,500",32.8,0.9,"319,600","971,000",32.9,0.9,"311,500","972,000",32.1,0.9,"306,700","967,000",31.7,0.9,"285,000","963,900",29.6,0.8,"283,700","961,300",29.5,0.9,"283,700","960,100",29.5,0.9,"275,000","960,400",28.6,0.9,"264,400","960,600",27.5,0.9,"264,900","959,700",27.6,0.9,267800,958100,27.9,0.9
S92000003,Scotland,"492,000","1,685,000",29.2,0.7,"483,100","1,695,800",28.5,0.7,"473,100","1,705,300",27.7,0.7,"483,700","1,719,200",28.1,0.7,"488,300","1,727,900",28.3,0.7,"482,300","1,736,500",27.8,0.7,"490,100","1,746,100",28.1,0.7,"495,800","1,756,000",28.2,0.8,"492,700","1,749,700",28.2,0.8,"483,700","1,747,300",27.7,0.8,"471,100","1,747,300",27.0,0.8,"457,200","1,752,500",26.1,0.8,"483,500","1,757,900",27.5,0.8,"466,700","1,759,700",26.5,0.8,"471,000","1,761,700",26.7,0.8,455800,1761500,25.9,0.8
N92000002,Northern Ireland,"216,400","552,300",39.2,1.8,"212,300","558,900",38.0,1.9,"209,700","565,900",37.1,1.9,"203,400","573,700",35.5,1.9,"210,500","579,700",36.3,1.9,"214,700","582,900",36.8,1.9,"212,200","585,500",36.2,2.0,"199,000","587,000",33.9,2.0,"195,000","585,600",33.3,2.0,"198,200","586,100",33.8,2.0,"197,500","587,600",33.6,2.0,"195,500","589,100",33.2,2.1,"188,200","589,700",31.9,2.0,"191,900","589,900",32.5,2.0,"185,200","590,000",31.4,1.8,178400,590000,30.2,1.5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92000001,England,"4,958,300","16,171,700",30.7,0.2,"4,952,600","16,363,400",30.3,0.3,"4,960,800","16,534,400",30.0,0.3,"5,025,100","16,698,100",30.1,0.3,"5,019,300","16,832,000",29.8,0.3,"5,013,500","16,928,800",29.6,0.3,"5,140,200","17,035,500",30.2,0.3,"5,143,800","17,138,300",30.0,0.3,"4,994,800","17,120,500",29.2,0.3,"4,899,900","17,138,500",28.6,0.3,"4,840,300","17,193,200",28.2,0.3,"4,770,000","17,276,800",27.6,0.3,"4,744,400","17,348,000",27.3,0.3,"4,615,000","17,397,400",26.5,0.3,"4,563,700","17,425,700",26.2,0.3,4421300,17458600,25.3,0.3
K04000001,England and Wales,"5,273,400","17,112,900",30.8,0.2,"5,265,200","17,309,100",30.4,0.2,"5,273,800","17,488,200",30.2,0.3,"5,336,900","17,659,600",30.2,0.3,"5,327,200","17,800,500",29.9,0.3,"5,331,600","17,899,300",29.8,0.3,"5,459,800","18,006,500",30.3,0.3,"5,455,300","18,110,300",30.1,0.3,"5,301,600","18,087,500",29.3,0.3,"5,184,900","18,102,500",28.6,0.3,"5,124,000","18,154,500",28.2,0.3,"5,053,700","18,236,800",27.7,0.3,"5,019,300","18,308,400",27.4,0.3,"4,879,400","18,358,000",26.6,0.3,"4,828,600","18,385,400",26.3,0.3,4689100,18416700,25.5,0.3
K03000001,Great Britain,"5,765,300","18,797,900",30.7,0.2,"5,748,300","19,004,900",30.2,0.2,"5,746,800","19,193,500",29.9,0.3,"5,820,600","19,378,800",30.0,0.3,"5,815,500","19,528,400",29.8,0.3,"5,813,900","19,635,700",29.6,0.3,"5,949,900","19,752,600",30.1,0.3,"5,951,100","19,866,300",30.0,0.3,"5,794,300","19,837,100",29.2,0.3,"5,668,600","19,849,800",28.6,0.3,"5,595,100","19,901,800",28.1,0.3,"5,510,900","19,989,400",27.6,0.3,"5,502,800","20,066,300",27.4,0.3,"5,346,100","20,117,700",26.6,0.3,"5,299,600","20,147,000",26.3,0.3,5144900,20178200,25.5,0.3
K02000001,United Kingdom,"5,981,800","19,350,100",30.9,0.2,"5,960,600","19,563,800",30.5,0.2,"5,956,500","19,759,400",30.1,0.3,"6,024,000","19,952,500",30.2,0.3,"6,026,000","20,108,100",30.0,0.3,"6,028,600","20,218,700",29.8,0.3,"6,162,000","20,338,100",30.3,0.3,"6,150,100","20,453,300",30.1,0.3,"5,989,300","20,422,800",29.3,0.3,"5,866,800","20,435,800",28.7,0.3,"5,792,600","20,489,400",28.3,0.3,"5,706,400","20,578,400",27.7,0.3,"5,691,000","20,656,100",27.6,0.3,"5,538,000","20,707,600",26.7,0.3,"5,484,800","20,737,000",26.4,0.3,5323200,20768200,25.6,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,! Estimate and confidence interval not available since the group sample size is zero or disclosive (0-2).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,18/03/2015 Data has been reweighted in line with the latest ONS estimates.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
